,stop,lap,milliseconds,year,round,gp_name,date,driverRef,number,code,forename,surname,nationality,circuitRef,track_name,location,country,alt
476,2,30,20441,2011,8,European Grand Prix,26/06/11,vettel,5,VET,Sebastian,Vettel,German,valencia,Valencia Street Circuit,Valencia,Spain,4
477,2,30,20325,2011,8,European Grand Prix,26/06/11,button,22,BUT,Jenson,Button,British,valencia,Valencia Street Circuit,Valencia,Spain,4
478,2,30,23547,2011,8,European Grand Prix,26/06/11,rosberg,6,ROS,Nico,Rosberg,German,valencia,Valencia Street Circuit,Valencia,Spain,4
479,2,29,24675,2011,8,European Grand Prix,26/06/11,karthikeyan,\N,KAR,Narain,Karthikeyan,Indian,valencia,Valencia Street Circuit,Valencia,Spain,4
480,2,31,25537,2011,8,European Grand Prix,26/06/11,massa,19,MAS,Felipe,Massa,Brazilian,valencia,Valencia Street Circuit,Valencia,Spain,4
481,3,31,21168,2011,8,European Grand Prix,26/06/11,michael_schumacher,\N,MSC,Michael,Schumacher,German,valencia,Valencia Street Circuit,Valencia,Spain,4
482,2,33,20545,2011,8,European Grand Prix,26/06/11,kobayashi,10,KOB,Kamui,Kobayashi,Japanese,valencia,Valencia Street Circuit,Valencia,Spain,4
483,2,34,22131,2011,8,European Grand Prix,26/06/11,trulli,\N,TRU,Jarno,Trulli,Italian,valencia,Valencia Street Circuit,Valencia,Spain,4
484,2,37,22250,2011,8,European Grand Prix,26/06/11,ambrosio,\N,DAM,Jérôme,d'Ambrosio,Belgian,valencia,Valencia Street Circuit,Valencia,Spain,4
485,3,39,21105,2011,8,European Grand Prix,26/06/11,petrov,\N,PET,Vitaly,Petrov,Russian,valencia,Valencia Street Circuit,Valencia,Spain,4
486,3,40,21472,2011,8,European Grand Prix,26/06/11,heidfeld,\N,HEI,Nick,Heidfeld,German,valencia,Valencia Street Circuit,Valencia,Spain,4
487,3,40,21286,2011,8,European Grand Prix,26/06/11,barrichello,\N,BAR,Rubens,Barrichello,Brazilian,valencia,Valencia Street Circuit,Valencia,Spain,4
488,3,42,20367,2011,8,European Grand Prix,26/06/11,webber,\N,WEB,Mark,Webber,Australian,valencia,Valencia Street Circuit,Valencia,Spain,4
489,3,42,20212,2011,8,European Grand Prix,26/06/11,hamilton,44,HAM,Lewis,Hamilton,British,valencia,Valencia Street Circuit,Valencia,Spain,4
490,2,42,21103,2011,8,European Grand Prix,26/06/11,alguersuari,\N,ALG,Jaime,Alguersuari,Spanish,valencia,Valencia Street Circuit,Valencia,Spain,4
491,3,42,22632,2011,8,European Grand Prix,26/06/11,kovalainen,\N,KOV,Heikki,Kovalainen,Finnish,valencia,Valencia Street Circuit,Valencia,Spain,4
492,3,43,21036,2011,8,European Grand Prix,26/06/11,sutil,99,SUT,Adrian,Sutil,German,valencia,Valencia Street Circuit,Valencia,Spain,4
493,2,42,22030,2011,8,European Grand Prix,26/06/11,glock,\N,GLO,Timo,Glock,German,valencia,Valencia Street Circuit,Valencia,Spain,4
494,3,44,21069,2011,8,European Grand Prix,26/06/11,resta,\N,DIR,Paul,di Resta,British,valencia,Valencia Street Circuit,Valencia,Spain,4
495,3,45,20136,2011,8,European Grand Prix,26/06/11,alonso,14,ALO,Fernando,Alonso,Spanish,valencia,Valencia Street Circuit,Valencia,Spain,4
496,3,43,22235,2011,8,European Grand Prix,26/06/11,liuzzi,\N,LIU,Vitantonio,Liuzzi,Italian,valencia,Valencia Street Circuit,Valencia,Spain,4
497,3,44,21490,2011,8,European Grand Prix,26/06/11,maldonado,13,MAL,Pastor,Maldonado,Venezuelan,valencia,Valencia Street Circuit,Valencia,Spain,4
498,3,45,20896,2011,8,European Grand Prix,26/06/11,rosberg,6,ROS,Nico,Rosberg,German,valencia,Valencia Street Circuit,Valencia,Spain,4
499,3,45,20995,2011,8,European Grand Prix,26/06/11,buemi,\N,BUE,Sébastien,Buemi,Swiss,valencia,Valencia Street Circuit,Valencia,Spain,4
500,3,47,20331,2011,8,European Grand Prix,26/06/11,vettel,5,VET,Sebastian,Vettel,German,valencia,Valencia Street Circuit,Valencia,Spain,4
501,3,44,26059,2011,8,European Grand Prix,26/06/11,karthikeyan,\N,KAR,Narain,Karthikeyan,Indian,valencia,Valencia Street Circuit,Valencia,Spain,4
502,3,48,20404,2011,8,European Grand Prix,26/06/11,massa,19,MAS,Felipe,Massa,Brazilian,valencia,Valencia Street Circuit,Valencia,Spain,4
503,3,48,20479,2011,8,European Grand Prix,26/06/11,button,22,BUT,Jenson,Button,British,valencia,Valencia Street Circuit,Valencia,Spain,4
504,1,9,30242,2011,9,British Grand Prix,10/07/11,michael_schumacher,\N,MSC,Michael,Schumacher,German,silverstone,Silverstone Circuit,Silverstone,UK,153
505,1,10,24716,2011,9,British Grand Prix,10/07/11,heidfeld,\N,HEI,Nick,Heidfeld,German,silverstone,Silverstone Circuit,Silverstone,UK,153
506,1,11,25070,2011,9,British Grand Prix,10/07/11,button,22,BUT,Jenson,Button,British,silverstone,Silverstone Circuit,Silverstone,UK,153
507,1,11,25737,2011,9,British Grand Prix,10/07/11,sutil,99,SUT,Adrian,Sutil,German,silverstone,Silverstone Circuit,Silverstone,UK,153
508,1,11,28448,2011,9,British Grand Prix,10/07/11,kobayashi,10,KOB,Kamui,Kobayashi,Japanese,silverstone,Silverstone Circuit,Silverstone,UK,153
509,1,11,26238,2011,9,British Grand Prix,10/07/11,maldonado,13,MAL,Pastor,Maldonado,Venezuelan,silverstone,Silverstone Circuit,Silverstone,UK,153
510,1,11,26279,2011,9,British Grand Prix,10/07/11,buemi,\N,BUE,Sébastien,Buemi,Swiss,silverstone,Silverstone Circuit,Silverstone,UK,153
511,1,11,24880,2011,9,British Grand Prix,10/07/11,petrov,\N,PET,Vitaly,Petrov,Russian,silverstone,Silverstone Circuit,Silverstone,UK,153
512,1,11,25860,2011,9,British Grand Prix,10/07/11,barrichello,\N,BAR,Rubens,Barrichello,Brazilian,silverstone,Silverstone Circuit,Silverstone,UK,153
513,1,11,25416,2011,9,British Grand Prix,10/07/11,glock,\N,GLO,Timo,Glock,German,silverstone,Silverstone Circuit,Silverstone,UK,153
514,1,11,26643,2011,9,British Grand Prix,10/07/11,liuzzi,\N,LIU,Vitantonio,Liuzzi,Italian,silverstone,Silverstone Circuit,Silverstone,UK,153
515,1,11,28742,2011,9,British Grand Prix,10/07/11,ambrosio,\N,DAM,Jérôme,d'Ambrosio,Belgian,silverstone,Silverstone Circuit,Silverstone,UK,153
516,1,12,23973,2011,9,British Grand Prix,10/07/11,webber,\N,WEB,Mark,Webber,Australian,silverstone,Silverstone Circuit,Silverstone,UK,153
517,1,12,26566,2011,9,British Grand Prix,10/07/11,alonso,14,ALO,Fernando,Alonso,Spanish,silverstone,Silverstone Circuit,Silverstone,UK,153
518,1,12,25100,2011,9,British Grand Prix,10/07/11,hamilton,44,HAM,Lewis,Hamilton,British,silverstone,Silverstone Circuit,Silverstone,UK,153
519,1,12,26612,2011,9,British Grand Prix,10/07/11,resta,\N,DIR,Paul,di Resta,British,silverstone,Silverstone Circuit,Silverstone,UK,153
520,1,12,24722,2011,9,British Grand Prix,10/07/11,rosberg,6,ROS,Nico,Rosberg,German,silverstone,Silverstone Circuit,Silverstone,UK,153
521,1,12,25386,2011,9,British Grand Prix,10/07/11,perez,11,PER,Sergio,Pérez,Mexican,silverstone,Silverstone Circuit,Silverstone,UK,153
522,1,12,24719,2011,9,British Grand Prix,10/07/11,alguersuari,\N,ALG,Jaime,Alguersuari,Spanish,silverstone,Silverstone Circuit,Silverstone,UK,153
523,1,12,25872,2011,9,British Grand Prix,10/07/11,ricciardo,3,RIC,Daniel,Ricciardo,Australian,silverstone,Silverstone Circuit,Silverstone,UK,153
524,1,13,24818,2011,9,British Grand Prix,10/07/11,vettel,5,VET,Sebastian,Vettel,German,silverstone,Silverstone Circuit,Silverstone,UK,153
525,1,13,24159,2011,9,British Grand Prix,10/07/11,massa,19,MAS,Felipe,Massa,Brazilian,silverstone,Silverstone Circuit,Silverstone,UK,153
526,2,16,31751,2011,9,British Grand Prix,10/07/11,michael_schumacher,\N,MSC,Michael,Schumacher,German,silverstone,Silverstone Circuit,Silverstone,UK,153
527,2,20,31551,2011,9,British Grand Prix,10/07/11,kobayashi,10,KOB,Kamui,Kobayashi,Japanese,silverstone,Silverstone Circuit,Silverstone,UK,153
528,2,24,24065,2011,9,British Grand Prix,10/07/11,hamilton,44,HAM,Lewis,Hamilton,British,silverstone,Silverstone Circuit,Silverstone,UK,153
529,2,24,45291,2011,9,British Grand Prix,10/07/11,resta,\N,DIR,Paul,di Resta,British,silverstone,Silverstone Circuit,Silverstone,UK,153
530,2,24,24272,2011,9,British Grand Prix,10/07/11,maldonado,13,MAL,Pastor,Maldonado,Venezuelan,silverstone,Silverstone Circuit,Silverstone,UK,153
531,2,25,24077,2011,9,British Grand Prix,10/07/11,sutil,99,SUT,Adrian,Sutil,German,silverstone,Silverstone Circuit,Silverstone,UK,153
532,2,25,24620,2011,9,British Grand Prix,10/07/11,buemi,\N,BUE,Sébastien,Buemi,Swiss,silverstone,Silverstone Circuit,Silverstone,UK,153
533,2,26,25490,2011,9,British Grand Prix,10/07/11,webber,\N,WEB,Mark,Webber,Australian,silverstone,Silverstone Circuit,Silverstone,UK,153
534,2,26,24287,2011,9,British Grand Prix,10/07/11,button,22,BUT,Jenson,Button,British,silverstone,Silverstone Circuit,Silverstone,UK,153
535,2,26,23929,2011,9,British Grand Prix,10/07/11,massa,19,MAS,Felipe,Massa,Brazilian,silverstone,Silverstone Circuit,Silverstone,UK,153
536,3,26,31471,2011,9,British Grand Prix,10/07/11,resta,\N,DIR,Paul,di Resta,British,silverstone,Silverstone Circuit,Silverstone,UK,153
537,2,27,31558,2011,9,British Grand Prix,10/07/11,vettel,5,VET,Sebastian,Vettel,German,silverstone,Silverstone Circuit,Silverstone,UK,153
538,2,27,23974,2011,9,British Grand Prix,10/07/11,alonso,14,ALO,Fernando,Alonso,Spanish,silverstone,Silverstone Circuit,Silverstone,UK,153
539,2,28,25428,2011,9,British Grand Prix,10/07/11,ambrosio,\N,DAM,Jérôme,d'Ambrosio,Belgian,silverstone,Silverstone Circuit,Silverstone,UK,153
540,2,28,26942,2011,9,British Grand Prix,10/07/11,ricciardo,3,RIC,Daniel,Ricciardo,Australian,silverstone,Silverstone Circuit,Silverstone,UK,153
541,2,30,24399,2011,9,British Grand Prix,10/07/11,rosberg,6,ROS,Nico,Rosberg,German,silverstone,Silverstone Circuit,Silverstone,UK,153
542,2,30,24434,2011,9,British Grand Prix,10/07/11,heidfeld,\N,HEI,Nick,Heidfeld,German,silverstone,Silverstone Circuit,Silverstone,UK,153
543,2,30,24959,2011,9,British Grand Prix,10/07/11,glock,\N,GLO,Timo,Glock,German,silverstone,Silverstone Circuit,Silverstone,UK,153
544,2,31,24095,2011,9,British Grand Prix,10/07/11,alguersuari,\N,ALG,Jaime,Alguersuari,Spanish,silverstone,Silverstone Circuit,Silverstone,UK,153
545,3,31,24651,2011,9,British Grand Prix,10/07/11,michael_schumacher,\N,MSC,Michael,Schumacher,German,silverstone,Silverstone Circuit,Silverstone,UK,153
546,2,31,23955,2011,9,British Grand Prix,10/07/11,barrichello,\N,BAR,Rubens,Barrichello,Brazilian,silverstone,Silverstone Circuit,Silverstone,UK,153
547,2,32,25619,2011,9,British Grand Prix,10/07/11,perez,11,PER,Sergio,Pérez,Mexican,silverstone,Silverstone Circuit,Silverstone,UK,153
548,2,31,25505,2011,9,British Grand Prix,10/07/11,liuzzi,\N,LIU,Vitantonio,Liuzzi,Italian,silverstone,Silverstone Circuit,Silverstone,UK,153
549,3,35,23869,2011,9,British Grand Prix,10/07/11,maldonado,13,MAL,Pastor,Maldonado,Venezuelan,silverstone,Silverstone Circuit,Silverstone,UK,153
550,3,36,23137,2011,9,British Grand Prix,10/07/11,vettel,5,VET,Sebastian,Vettel,German,silverstone,Silverstone Circuit,Silverstone,UK,153
551,3,37,23340,2011,9,British Grand Prix,10/07/11,hamilton,44,HAM,Lewis,Hamilton,British,silverstone,Silverstone Circuit,Silverstone,UK,153
552,3,38,23785,2011,9,British Grand Prix,10/07/11,webber,\N,WEB,Mark,Webber,Australian,silverstone,Silverstone Circuit,Silverstone,UK,153
553,2,38,24172,2011,9,British Grand Prix,10/07/11,petrov,\N,PET,Vitaly,Petrov,Russian,silverstone,Silverstone Circuit,Silverstone,UK,153
554,3,39,23474,2011,9,British Grand Prix,10/07/11,alonso,14,ALO,Fernando,Alonso,Spanish,silverstone,Silverstone Circuit,Silverstone,UK,153
555,3,39,23292,2011,9,British Grand Prix,10/07/11,button,22,BUT,Jenson,Button,British,silverstone,Silverstone Circuit,Silverstone,UK,153
556,3,40,27240,2011,9,British Grand Prix,10/07/11,sutil,99,SUT,Adrian,Sutil,German,silverstone,Silverstone Circuit,Silverstone,UK,153
557,3,41,23238,2011,9,British Grand Prix,10/07/11,massa,19,MAS,Felipe,Massa,Brazilian,silverstone,Silverstone Circuit,Silverstone,UK,153
558,1,8,27247,2011,10,German Grand Prix,24/07/11,perez,11,PER,Sergio,Pérez,Mexican,nurburgring,Nürburgring,Nürburg,Germany,578
559,1,10,27301,2011,10,German Grand Prix,24/07/11,buemi,\N,BUE,Sébastien,Buemi,Swiss,nurburgring,Nürburgring,Nürburg,Germany,578
560,1,10,31879,2011,10,German Grand Prix,24/07/11,chandhok,\N,CHA,Karun,Chandhok,Indian,nurburgring,Nürburgring,Nürburg,Germany,578
561,1,14,20440,2011,10,German Grand Prix,24/07/11,webber,\N,WEB,Mark,Webber,Australian,nurburgring,Nürburgring,Nürburg,Germany,578
562,1,14,20348,2011,10,German Grand Prix,24/07/11,rosberg,6,ROS,Nico,Rosberg,German,nurburgring,Nürburgring,Nürburg,Germany,578
563,1,15,20768,2011,10,German Grand Prix,24/07/11,michael_schumacher,\N,MSC,Michael,Schumacher,German,nurburgring,Nürburgring,Nürburg,Germany,578
564,1,15,21601,2011,10,German Grand Prix,24/07/11,maldonado,13,MAL,Pastor,Maldonado,Venezuelan,nurburgring,Nürburgring,Nürburg,Germany,578
565,1,16,20982,2011,10,German Grand Prix,24/07/11,hamilton,44,HAM,Lewis,Hamilton,British,nurburgring,Nürburgring,Nürburg,Germany,578
566,1,16,20430,2011,10,German Grand Prix,24/07/11,alonso,14,ALO,Fernando,Alonso,Spanish,nurburgring,Nürburgring,Nürburg,Germany,578
567,1,16,20394,2011,10,German Grand Prix,24/07/11,vettel,5,VET,Sebastian,Vettel,German,nurburgring,Nürburgring,Nürburg,Germany,578
568,1,17,20344,2011,10,German Grand Prix,24/07/11,massa,19,MAS,Felipe,Massa,Brazilian,nurburgring,Nürburgring,Nürburg,Germany,578
569,1,20,20882,2011,10,German Grand Prix,24/07/11,kobayashi,10,KOB,Kamui,Kobayashi,Japanese,nurburgring,Nürburgring,Nürburg,Germany,578
570,1,20,22048,2011,10,German Grand Prix,24/07/11,liuzzi,\N,LIU,Vitantonio,Liuzzi,Italian,nurburgring,Nürburgring,Nürburg,Germany,578
571,1,21,22319,2011,10,German Grand Prix,24/07/11,ricciardo,3,RIC,Daniel,Ricciardo,Australian,nurburgring,Nürburgring,Nürburg,Germany,578
572,1,22,20839,2011,10,German Grand Prix,24/07/11,sutil,99,SUT,Adrian,Sutil,German,nurburgring,Nürburgring,Nürburg,Germany,578
573,1,22,22252,2011,10,German Grand Prix,24/07/11,glock,\N,GLO,Timo,Glock,German,nurburgring,Nürburgring,Nürburg,Germany,578
574,1,23,21449,2011,10,German Grand Prix,24/07/11,petrov,\N,PET,Vitaly,Petrov,Russian,nurburgring,Nürburgring,Nürburg,Germany,578
575,1,23,21062,2011,10,German Grand Prix,24/07/11,alguersuari,\N,ALG,Jaime,Alguersuari,Spanish,nurburgring,Nürburgring,Nürburg,Germany,578
576,1,23,23676,2011,10,German Grand Prix,24/07/11,resta,\N,DIR,Paul,di Resta,British,nurburgring,Nürburgring,Nürburg,Germany,578
577,1,24,20952,2011,10,German Grand Prix,24/07/11,button,22,BUT,Jenson,Button,British,nurburgring,Nürburgring,Nürburg,Germany,578
578,1,24,20762,2011,10,German Grand Prix,24/07/11,ambrosio,\N,DAM,Jérôme,d'Ambrosio,Belgian,nurburgring,Nürburgring,Nürburg,Germany,578
579,1,26,22088,2011,10,German Grand Prix,24/07/11,kovalainen,\N,KOV,Heikki,Kovalainen,Finnish,nurburgring,Nürburgring,Nürburg,Germany,578
580,2,30,21299,2011,10,German Grand Prix,24/07/11,webber,\N,WEB,Mark,Webber,Australian,nurburgring,Nürburgring,Nürburg,Germany,578
581,2,28,22331,2011,10,German Grand Prix,24/07/11,chandhok,\N,CHA,Karun,Chandhok,Indian,nurburgring,Nürburgring,Nürburg,Germany,578
582,2,31,20496,2011,10,German Grand Prix,24/07/11,hamilton,44,HAM,Lewis,Hamilton,British,nurburgring,Nürburgring,Nürburg,Germany,578
583,2,32,20035,2011,10,German Grand Prix,24/07/11,alonso,14,ALO,Fernando,Alonso,Spanish,nurburgring,Nürburgring,Nürburg,Germany,578
584,2,35,21057,2011,10,German Grand Prix,24/07/11,maldonado,13,MAL,Pastor,Maldonado,Venezuelan,nurburgring,Nürburgring,Nürburg,Germany,578
585,2,36,20975,2011,10,German Grand Prix,24/07/11,rosberg,6,ROS,Nico,Rosberg,German,nurburgring,Nürburgring,Nürburg,Germany,578
586,2,36,20954,2011,10,German Grand Prix,24/07/11,buemi,\N,BUE,Sébastien,Buemi,Swiss,nurburgring,Nürburgring,Nürburg,Germany,578
587,2,37,20299,2011,10,German Grand Prix,24/07/11,michael_schumacher,\N,MSC,Michael,Schumacher,German,nurburgring,Nürburgring,Nürburg,Germany,578
588,2,40,20274,2011,10,German Grand Prix,24/07/11,vettel,5,VET,Sebastian,Vettel,German,nurburgring,Nürburgring,Nürburg,Germany,578
589,2,41,20185,2011,10,German Grand Prix,24/07/11,massa,19,MAS,Felipe,Massa,Brazilian,nurburgring,Nürburgring,Nürburg,Germany,578
590,2,41,21645,2011,10,German Grand Prix,24/07/11,perez,11,PER,Sergio,Pérez,Mexican,nurburgring,Nürburgring,Nürburg,Germany,578
591,2,43,21689,2011,10,German Grand Prix,24/07/11,alguersuari,\N,ALG,Jaime,Alguersuari,Spanish,nurburgring,Nürburgring,Nürburg,Germany,578
592,2,46,20572,2011,10,German Grand Prix,24/07/11,petrov,\N,PET,Vitaly,Petrov,Russian,nurburgring,Nürburgring,Nürburg,Germany,578
593,2,48,20879,2011,10,German Grand Prix,24/07/11,sutil,99,SUT,Adrian,Sutil,German,nurburgring,Nürburgring,Nürburg,Germany,578
594,2,48,21267,2011,10,German Grand Prix,24/07/11,kobayashi,10,KOB,Kamui,Kobayashi,Japanese,nurburgring,Nürburgring,Nürburg,Germany,578
595,2,48,21252,2011,10,German Grand Prix,24/07/11,glock,\N,GLO,Timo,Glock,German,nurburgring,Nürburgring,Nürburg,Germany,578
596,3,51,20403,2011,10,German Grand Prix,24/07/11,hamilton,44,HAM,Lewis,Hamilton,British,nurburgring,Nürburgring,Nürburg,Germany,578
597,2,49,23588,2011,10,German Grand Prix,24/07/11,ambrosio,\N,DAM,Jérôme,d'Ambrosio,Belgian,nurburgring,Nürburgring,Nürburg,Germany,578
598,2,49,24053,2011,10,German Grand Prix,24/07/11,ricciardo,3,RIC,Daniel,Ricciardo,Australian,nurburgring,Nürburgring,Nürburg,Germany,578
599,2,50,21175,2011,10,German Grand Prix,24/07/11,kovalainen,\N,KOV,Heikki,Kovalainen,Finnish,nurburgring,Nürburgring,Nürburg,Germany,578
600,2,51,22535,2011,10,German Grand Prix,24/07/11,resta,\N,DIR,Paul,di Resta,British,nurburgring,Nürburgring,Nürburg,Germany,578
601,3,53,19975,2011,10,German Grand Prix,24/07/11,alonso,14,ALO,Fernando,Alonso,Spanish,nurburgring,Nürburgring,Nürburg,Germany,578
602,3,53,20047,2011,10,German Grand Prix,24/07/11,rosberg,6,ROS,Nico,Rosberg,German,nurburgring,Nürburgring,Nürburg,Germany,578
603,3,51,22458,2011,10,German Grand Prix,24/07/11,chandhok,\N,CHA,Karun,Chandhok,Indian,nurburgring,Nürburgring,Nürburg,Germany,578
604,3,56,20324,2011,10,German Grand Prix,24/07/11,webber,\N,WEB,Mark,Webber,Australian,nurburgring,Nürburgring,Nürburg,Germany,578
605,3,56,19930,2011,10,German Grand Prix,24/07/11,michael_schumacher,\N,MSC,Michael,Schumacher,German,nurburgring,Nürburgring,Nürburg,Germany,578
606,3,59,21903,2011,10,German Grand Prix,24/07/11,massa,19,MAS,Felipe,Massa,Brazilian,nurburgring,Nürburgring,Nürburg,Germany,578
607,3,59,20110,2011,10,German Grand Prix,24/07/11,vettel,5,VET,Sebastian,Vettel,German,nurburgring,Nürburgring,Nürburg,Germany,578
608,1,10,20854,2011,11,Hungarian Grand Prix,31/07/11,webber,\N,WEB,Mark,Webber,Australian,hungaroring,Hungaroring,Budapest,Hungary,264
609,1,10,22293,2011,11,Hungarian Grand Prix,31/07/11,massa,19,MAS,Felipe,Massa,Brazilian,hungaroring,Hungaroring,Budapest,Hungary,264
610,1,10,25532,2011,11,Hungarian Grand Prix,31/07/11,petrov,\N,PET,Vitaly,Petrov,Russian,hungaroring,Hungaroring,Budapest,Hungary,264
611,1,10,22640,2011,11,Hungarian Grand Prix,31/07/11,barrichello,\N,BAR,Rubens,Barrichello,Brazilian,hungaroring,Hungaroring,Budapest,Hungary,264
612,1,11,21786,2011,11,Hungarian Grand Prix,31/07/11,button,22,BUT,Jenson,Button,British,hungaroring,Hungaroring,Budapest,Hungary,264
613,1,11,22262,2011,11,Hungarian Grand Prix,31/07/11,resta,\N,DIR,Paul,di Resta,British,hungaroring,Hungaroring,Budapest,Hungary,264
614,1,11,23397,2011,11,Hungarian Grand Prix,31/07/11,maldonado,13,MAL,Pastor,Maldonado,Venezuelan,hungaroring,Hungaroring,Budapest,Hungary,264
615,1,11,21371,2011,11,Hungarian Grand Prix,31/07/11,heidfeld,\N,HEI,Nick,Heidfeld,German,hungaroring,Hungaroring,Budapest,Hungary,264
616,1,11,22222,2011,11,Hungarian Grand Prix,31/07/11,glock,\N,GLO,Timo,Glock,German,hungaroring,Hungaroring,Budapest,Hungary,264
617,1,11,25337,2011,11,Hungarian Grand Prix,31/07/11,ambrosio,\N,DAM,Jérôme,d'Ambrosio,Belgian,hungaroring,Hungaroring,Budapest,Hungary,264
618,1,12,21880,2011,11,Hungarian Grand Prix,31/07/11,hamilton,44,HAM,Lewis,Hamilton,British,hungaroring,Hungaroring,Budapest,Hungary,264
619,1,12,20690,2011,11,Hungarian Grand Prix,31/07/11,vettel,5,VET,Sebastian,Vettel,German,hungaroring,Hungaroring,Budapest,Hungary,264
620,1,12,22886,2011,11,Hungarian Grand Prix,31/07/11,alonso,14,ALO,Fernando,Alonso,Spanish,hungaroring,Hungaroring,Budapest,Hungary,264
621,1,12,20767,2011,11,Hungarian Grand Prix,31/07/11,rosberg,6,ROS,Nico,Rosberg,German,hungaroring,Hungaroring,Budapest,Hungary,264
622,1,12,23725,2011,11,Hungarian Grand Prix,31/07/11,kobayashi,10,KOB,Kamui,Kobayashi,Japanese,hungaroring,Hungaroring,Budapest,Hungary,264
623,1,12,22349,2011,11,Hungarian Grand Prix,31/07/11,buemi,\N,BUE,Sébastien,Buemi,Swiss,hungaroring,Hungaroring,Budapest,Hungary,264
624,1,12,22772,2011,11,Hungarian Grand Prix,31/07/11,kovalainen,\N,KOV,Heikki,Kovalainen,Finnish,hungaroring,Hungaroring,Budapest,Hungary,264
625,1,12,21902,2011,11,Hungarian Grand Prix,31/07/11,sutil,99,SUT,Adrian,Sutil,German,hungaroring,Hungaroring,Budapest,Hungary,264
626,1,12,22215,2011,11,Hungarian Grand Prix,31/07/11,perez,11,PER,Sergio,Pérez,Mexican,hungaroring,Hungaroring,Budapest,Hungary,264
627,1,12,23633,2011,11,Hungarian Grand Prix,31/07/11,liuzzi,\N,LIU,Vitantonio,Liuzzi,Italian,hungaroring,Hungaroring,Budapest,Hungary,264
628,1,13,21948,2011,11,Hungarian Grand Prix,31/07/11,michael_schumacher,\N,MSC,Michael,Schumacher,German,hungaroring,Hungaroring,Budapest,Hungary,264
629,1,13,23734,2011,11,Hungarian Grand Prix,31/07/11,alguersuari,\N,ALG,Jaime,Alguersuari,Spanish,hungaroring,Hungaroring,Budapest,Hungary,264
630,1,13,23118,2011,11,Hungarian Grand Prix,31/07/11,trulli,\N,TRU,Jarno,Trulli,Italian,hungaroring,Hungaroring,Budapest,Hungary,264
631,1,13,22844,2011,11,Hungarian Grand Prix,31/07/11,ricciardo,3,RIC,Daniel,Ricciardo,Australian,hungaroring,Hungaroring,Budapest,Hungary,264
632,2,16,13186,2011,11,Hungarian Grand Prix,31/07/11,maldonado,13,MAL,Pastor,Maldonado,Venezuelan,hungaroring,Hungaroring,Budapest,Hungary,264
633,2,23,25434,2011,11,Hungarian Grand Prix,31/07/11,heidfeld,\N,HEI,Nick,Heidfeld,German,hungaroring,Hungaroring,Budapest,Hungary,264
634,2,24,22217,2011,11,Hungarian Grand Prix,31/07/11,barrichello,\N,BAR,Rubens,Barrichello,Brazilian,hungaroring,Hungaroring,Budapest,Hungary,264
635,2,24,22552,2011,11,Hungarian Grand Prix,31/07/11,alguersuari,\N,ALG,Jaime,Alguersuari,Spanish,hungaroring,Hungaroring,Budapest,Hungary,264
636,2,24,22147,2011,11,Hungarian Grand Prix,31/07/11,kovalainen,\N,KOV,Heikki,Kovalainen,Finnish,hungaroring,Hungaroring,Budapest,Hungary,264
637,2,24,20570,2011,11,Hungarian Grand Prix,31/07/11,perez,11,PER,Sergio,Pérez,Mexican,hungaroring,Hungaroring,Budapest,Hungary,264
638,2,25,20000,2011,11,Hungarian Grand Prix,31/07/11,webber,\N,WEB,Mark,Webber,Australian,hungaroring,Hungaroring,Budapest,Hungary,264
639,2,25,23208,2011,11,Hungarian Grand Prix,31/07/11,alonso,14,ALO,Fernando,Alonso,Spanish,hungaroring,Hungaroring,Budapest,Hungary,264
640,2,25,21138,2011,11,Hungarian Grand Prix,31/07/11,massa,19,MAS,Felipe,Massa,Brazilian,hungaroring,Hungaroring,Budapest,Hungary,264
641,2,25,24194,2011,11,Hungarian Grand Prix,31/07/11,petrov,\N,PET,Vitaly,Petrov,Russian,hungaroring,Hungaroring,Budapest,Hungary,264
642,2,25,21460,2011,11,Hungarian Grand Prix,31/07/11,buemi,\N,BUE,Sébastien,Buemi,Swiss,hungaroring,Hungaroring,Budapest,Hungary,264
643,2,26,20803,2011,11,Hungarian Grand Prix,31/07/11,hamilton,44,HAM,Lewis,Hamilton,British,hungaroring,Hungaroring,Budapest,Hungary,264
644,2,26,20071,2011,11,Hungarian Grand Prix,31/07/11,michael_schumacher,\N,MSC,Michael,Schumacher,German,hungaroring,Hungaroring,Budapest,Hungary,264
645,2,25,22501,2011,11,Hungarian Grand Prix,31/07/11,liuzzi,\N,LIU,Vitantonio,Liuzzi,Italian,hungaroring,Hungaroring,Budapest,Hungary,264
646,2,26,20589,2011,11,Hungarian Grand Prix,31/07/11,sutil,99,SUT,Adrian,Sutil,German,hungaroring,Hungaroring,Budapest,Hungary,264
647,2,27,21065,2011,11,Hungarian Grand Prix,31/07/11,button,22,BUT,Jenson,Button,British,hungaroring,Hungaroring,Budapest,Hungary,264
648,2,27,19939,2011,11,Hungarian Grand Prix,31/07/11,rosberg,6,ROS,Nico,Rosberg,German,hungaroring,Hungaroring,Budapest,Hungary,264
649,2,27,20801,2011,11,Hungarian Grand Prix,31/07/11,resta,\N,DIR,Paul,di Resta,British,hungaroring,Hungaroring,Budapest,Hungary,264
